Dataset Name,Algorithm Name,Cross Validation [1 - 10],Hyper-Parameters Values,Accuracy,TPR,FPR, Precision,AUC,PR-Curve,Training Time,Inference Time
triazines, BROOF, 6, n_trees: 20 | M: 15 | , 0.58, 0.38, 0.27, 0.50, 0.55, 0.45, 6.06, 1.18
triazines, XGBoost, 6, n_trees: 20 | M: 15 | , 0.74, 0.62, 0.18, 0.71, 0.72, 0.60, 0.92, 0.00
triazines, BROOF, 7, n_trees: 5 | M: 10 | , 0.78, 0.71, 0.18, 0.71, 0.77, 0.62, 5.24, 0.45
triazines, XGBoost, 7, n_trees: 5 | M: 10 | , 0.78, 0.71, 0.18, 0.71, 0.77, 0.62, 0.94, 0.11
triazines, BROOF, 8, n_trees: 5 | M: 15 | , 0.61, 0.14, 0.09, 0.50, 0.53, 0.40, 6.21, 0.68
triazines, XGBoost, 8, n_trees: 5 | M: 15 | , 0.61, 0.14, 0.09, 0.50, 0.53, 0.40, 0.93, 0.00
triazines, BROOF, 9, n_trees: 5 | M: 15 | , 0.67, 0.57, 0.27, 0.57, 0.65, 0.49, 5.71, 0.45
triazines, XGBoost, 9, n_trees: 5 | M: 15 | , 0.83, 0.71, 0.09, 0.83, 0.81, 0.71, 0.95, 0.00
triazines, BROOF, 10, n_trees: 15 | M: 15 | , 0.83, 0.88, 0.20, 0.78, 0.84, 0.74, 6.18, 0.68
triazines, XGBoost, 10, n_trees: 15 | M: 15 | , 0.94, 0.88, 0.00, 1.00, 0.94, 0.93, 0.94, 0.44
vertebral-column-2clases, BROOF, 1, n_trees: 5 | M: 2 | , 0.52, 0.80, 0.62, 0.38, 0.59, 0.37, 4.77, 0.07
vertebral-column-2clases, XGBoost, 1, n_trees: 5 | M: 2 | , 0.55, 0.80, 0.57, 0.40, 0.61, 0.38, 0.55, 0.00
vertebral-column-2clases, BROOF, 2, n_trees: 5 | M: 5 | , 0.65, 0.60, 0.33, 0.46, 0.63, 0.41, 5.46, 0.26
vertebral-column-2clases, XGBoost, 2, n_trees: 5 | M: 5 | , 0.65, 0.70, 0.38, 0.47, 0.66, 0.42, 0.60, 0.00
vertebral-column-2clases, BROOF, 3, n_trees: 5 | M: 10 | , 0.65, 0.80, 0.43, 0.47, 0.69, 0.44, 5.92, 0.26
vertebral-column-2clases, XGBoost, 3, n_trees: 5 | M: 10 | , 0.68, 0.80, 0.38, 0.50, 0.71, 0.46, 0.55, 0.00
vertebral-column-2clases, BROOF, 4, n_trees: 15 | M: 15 | , 0.81, 0.50, 0.05, 0.83, 0.73, 0.58, 5.74, 0.59
vertebral-column-2clases, XGBoost, 4, n_trees: 15 | M: 15 | , 0.77, 0.50, 0.10, 0.71, 0.70, 0.52, 0.55, 0.00
vertebral-column-2clases, BROOF, 5, n_trees: 5 | M: 5 | , 0.87, 0.70, 0.05, 0.88, 0.83, 0.71, 6.37, 0.07
vertebral-column-2clases, XGBoost, 5, n_trees: 5 | M: 5 | , 0.87, 0.70, 0.05, 0.88, 0.83, 0.71, 0.57, 0.00
vertebral-column-2clases, BROOF, 6, n_trees: 20 | M: 2 | , 0.90, 0.80, 0.05, 0.89, 0.88, 0.78, 6.29, 0.00
vertebral-column-2clases, XGBoost, 6, n_trees: 20 | M: 2 | , 0.90, 0.80, 0.05, 0.89, 0.88, 0.78, 0.56, 0.00
vertebral-column-2clases, BROOF, 7, n_trees: 20 | M: 2 | , 0.94, 0.80, 0.00, 1.00, 0.90, 0.86, 6.82, 0.33
vertebral-column-2clases, XGBoost, 7, n_trees: 20 | M: 2 | , 0.87, 0.70, 0.05, 0.88, 0.83, 0.71, 0.57, 0.50
vertebral-column-2clases, BROOF, 8, n_trees: 10 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 5.47, 0.00
vertebral-column-2clases, XGBoost, 8, n_trees: 10 | M: 2 | , 0.90, 0.80, 0.05, 0.89, 0.88, 0.78, 0.57, 0.00
vertebral-column-2clases, BROOF, 9, n_trees: 10 | M: 2 | , 0.81, 0.40, 0.00, 1.00, 0.70, 0.59, 5.94, 0.00
vertebral-column-2clases, XGBoost, 9, n_trees: 10 | M: 2 | , 0.87, 0.60, 0.00, 1.00, 0.80, 0.73, 0.57, 0.50
vertebral-column-2clases, BROOF, 10, n_trees: 15 | M: 15 | , 0.90, 0.70, 0.00, 1.00, 0.85, 0.80, 7.03, 0.40
vertebral-column-2clases, XGBoost, 10, n_trees: 15 | M: 15 | , 0.90, 0.70, 0.00, 1.00, 0.85, 0.80, 0.57, 0.50
vertebral-column-3clases, BROOF, 1, n_trees: 10 | M: 2 | , 0.77, 0.72, 0.11, 0.74, 0.91, 1.00, 5.82, 0.00
vertebral-column-3clases, XGBoost, 1, n_trees: 10 | M: 2 | , 0.74, 0.67, 0.13, 0.68, 0.89, 1.00, 1.17, 0.30
vertebral-column-3clases, BROOF, 2, n_trees: 5 | M: 2 | , 0.68, 0.59, 0.17, 0.61, 0.85, 1.00, 7.10, 0.00
vertebral-column-3clases, XGBoost, 2, n_trees: 5 | M: 2 | , 0.77, 0.71, 0.11, 0.72, 0.90, 1.00, 1.16, 0.00
vertebral-column-3clases, BROOF, 3, n_trees: 15 | M: 10 | , 0.87, 0.80, 0.07, 0.90, 0.97, 1.00, 6.40, 0.33
vertebral-column-3clases, XGBoost, 3, n_trees: 15 | M: 10 | , 0.90, 0.83, 0.05, 0.92, 0.96, 1.00, 1.19, 0.00
vertebral-column-3clases, BROOF, 4, n_trees: 5 | M: 2 | , 0.74, 0.69, 0.11, 0.69, 0.86, 1.00, 6.55, 0.00
vertebral-column-3clases, XGBoost, 4, n_trees: 5 | M: 2 | , 0.71, 0.62, 0.13, 0.63, 0.85, 1.00, 1.20, 0.00
vertebral-column-3clases, BROOF, 5, n_trees: 10 | M: 5 | , 0.90, 0.88, 0.06, 0.92, 0.97, 1.00, 4.99, 0.07
vertebral-column-3clases, XGBoost, 5, n_trees: 10 | M: 5 | , 0.90, 0.88, 0.06, 0.92, 0.97, 1.00, 1.20, 0.06
vertebral-column-3clases, BROOF, 6, n_trees: 5 | M: 10 | , 0.97, 0.97, 0.01, 0.95, 0.99, 1.00, 6.37, 0.33
vertebral-column-3clases, XGBoost, 6, n_trees: 5 | M: 10 | , 0.87, 0.84, 0.06, 0.83, 0.98, 1.00, 1.21, 0.26
vertebral-column-3clases, BROOF, 7, n_trees: 10 | M: 10 | , 0.87, 0.80, 0.06, 0.83, 0.97, 1.00, 6.36, 0.33
vertebral-column-3clases, XGBoost, 7, n_trees: 10 | M: 10 | , 0.84, 0.74, 0.08, 0.79, 0.96, 1.00, 1.20, 0.00
vertebral-column-3clases, BROOF, 8, n_trees: 5 | M: 2 | , 0.90, 0.87, 0.05, 0.92, 0.99, 1.00, 6.12, 0.00
vertebral-column-3clases, XGBoost, 8, n_trees: 5 | M: 2 | , 0.87, 0.84, 0.06, 0.90, 0.97, 1.00, 1.23, 0.06
vertebral-column-3clases, BROOF, 9, n_trees: 10 | M: 5 | , 0.87, 0.87, 0.06, 0.87, 0.94, 1.00, 5.63, 0.00
vertebral-column-3clases, XGBoost, 9, n_trees: 10 | M: 5 | , 0.87, 0.87, 0.06, 0.87, 0.96, 1.00, 1.21, 0.00
vertebral-column-3clases, BROOF, 10, n_trees: 10 | M: 10 | , 0.90, 0.88, 0.04, 0.87, 0.95, 1.00, 6.28, 0.26
vertebral-column-3clases, XGBoost, 10, n_trees: 10 | M: 10 | , 0.84, 0.79, 0.07, 0.78, 0.94, 1.00, 1.22, 0.00
veteran, BROOF, 1, n_trees: 15 | M: 10 | , 0.57, 0.70, 0.75, 0.70, 0.47, 0.70, 6.62, 0.73
veteran, XGBoost, 1, n_trees: 15 | M: 10 | , 0.64, 0.80, 0.75, 0.73, 0.53, 0.72, 0.55, 0.00
veteran, BROOF, 2, n_trees: 15 | M: 5 | , 0.71, 0.90, 0.75, 0.75, 0.57, 0.75, 4.92, 0.15
veteran, XGBoost, 2, n_trees: 15 | M: 5 | , 0.71, 0.90, 0.75, 0.75, 0.57, 0.75, 0.53, 0.00
veteran, BROOF, 3, n_trees: 20 | M: 5 | , 0.71, 1.00, 1.00, 0.71, 0.50, 0.71, 5.91, 0.00
veteran, XGBoost, 3, n_trees: 20 | M: 5 | , 0.79, 0.90, 0.50, 0.82, 0.70, 0.81, 0.54, 0.00
veteran, BROOF, 4, n_trees: 15 | M: 10 | , 0.79, 1.00, 0.75, 0.77, 0.62, 0.77, 6.05, 0.67
veteran, XGBoost, 4, n_trees: 15 | M: 10 | , 0.79, 0.90, 0.50, 0.82, 0.70, 0.81, 0.54, 0.00
veteran, BROOF, 5, n_trees: 15 | M: 10 | , 0.64, 0.44, 0.00, 1.00, 0.72, 0.80, 6.93, 0.89
veteran, XGBoost, 5, n_trees: 15 | M: 10 | , 0.71, 0.56, 0.00, 1.00, 0.78, 0.84, 0.54, 0.00
veteran, BROOF, 6, n_trees: 10 | M: 15 | , 0.93, 1.00, 0.20, 0.90, 0.90, 0.90, 5.73, 1.31
veteran, XGBoost, 6, n_trees: 10 | M: 15 | , 0.93, 1.00, 0.20, 0.90, 0.90, 0.90, 0.55, 0.00
veteran, BROOF, 7, n_trees: 20 | M: 15 | , 0.71, 1.00, 0.80, 0.69, 0.60, 0.69, 5.49, 1.46
veteran, XGBoost, 7, n_trees: 20 | M: 15 | , 0.71, 1.00, 0.80, 0.69, 0.60, 0.69, 0.55, 0.00
veteran, BROOF, 8, n_trees: 5 | M: 10 | , 0.77, 0.89, 0.50, 0.80, 0.69, 0.79, 4.96, 0.00
veteran, XGBoost, 8, n_trees: 5 | M: 10 | , 0.69, 0.78, 0.50, 0.78, 0.64, 0.76, 0.54, 0.00
veteran, BROOF, 9, n_trees: 10 | M: 2 | , 0.85, 1.00, 0.50, 0.82, 0.75, 0.82, 5.36, 0.00
veteran, XGBoost, 9, n_trees: 10 | M: 2 | , 0.77, 0.89, 0.50, 0.80, 0.69, 0.79, 0.55, 0.00
veteran, BROOF, 10, n_trees: 20 | M: 15 | , 0.77, 0.67, 0.00, 1.00, 0.83, 0.90, 5.86, 1.58
veteran, XGBoost, 10, n_trees: 20 | M: 15 | , 0.77, 0.78, 0.25, 0.88, 0.76, 0.83, 0.53, 0.00
visualizing_livestock, BROOF, 1, n_trees: 10 | M: 5 | , 0.85, 1.00, 1.00, 0.85, 0.50, 0.85, 4.97, 0.00
visualizing_livestock, XGBoost, 1, n_trees: 10 | M: 5 | , 0.85, 1.00, 1.00, 0.85, 0.50, 0.85, 0.48, 0.00
visualizing_livestock, BROOF, 2, n_trees: 10 | M: 5 | , 0.85, 1.00, 1.00, 0.85, 0.50, 0.85, 5.38, 0.00
visualizing_livestock, XGBoost, 2, n_trees: 10 | M: 5 | , 0.85, 1.00, 1.00, 0.85, 0.50, 0.85, 0.49, 0.00
visualizing_livestock, BROOF, 3, n_trees: 15 | M: 2 | , 0.92, 1.00, 0.50, 0.92, 0.75, 0.92, 6.09, 0.16
visualizing_livestock, XGBoost, 3, n_trees: 15 | M: 2 | , 0.92, 1.00, 0.50, 0.92, 0.75, 0.92, 0.50, 0.00
visualizing_livestock, BROOF, 4, n_trees: 20 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 6.13, 0.00
visualizing_livestock, XGBoost, 4, n_trees: 20 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.50, 0.00
visualizing_livestock, BROOF, 5, n_trees: 10 | M: 10 | , 0.38, 0.27, 0.00, 1.00, 0.64, 0.89, 5.16, 0.78
visualizing_livestock, XGBoost, 5, n_trees: 10 | M: 10 | , 0.38, 0.27, 0.00, 1.00, 0.64, 0.89, 0.48, 0.00
visualizing_livestock, BROOF, 6, n_trees: 5 | M: 2 | , 0.92, 0.90, 0.00, 1.00, 0.95, 0.98, 5.97, 0.00
visualizing_livestock, XGBoost, 6, n_trees: 5 | M: 2 | , 0.92, 0.90, 0.00, 1.00, 0.95, 0.98, 0.48, 0.00
visualizing_livestock, BROOF, 7, n_trees: 15 | M: 15 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 5.92, 0.95
visualizing_livestock, XGBoost, 7, n_trees: 15 | M: 15 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.50, 0.00
visualizing_livestock, BROOF, 8, n_trees: 10 | M: 10 | , 0.92, 0.90, 0.00, 1.00, 0.95, 0.98, 5.59, 0.79
visualizing_livestock, XGBoost, 8, n_trees: 10 | M: 10 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.49, 0.00
visualizing_livestock, BROOF, 9, n_trees: 15 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 5.76, 0.00
visualizing_livestock, XGBoost, 9, n_trees: 15 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.49, 0.00
visualizing_livestock, BROOF, 10, n_trees: 15 | M: 2 | , 0.77, 1.00, 1.00, 0.77, 0.50, 0.77, 6.35, 0.16
visualizing_livestock, XGBoost, 10, n_trees: 15 | M: 2 | , 0.77, 1.00, 1.00, 0.77, 0.50, 0.77, 0.47, 1.20
vote, BROOF, 1, n_trees: 10 | M: 10 | , 0.98, 1.00, 0.04, 0.94, 0.98, 0.94, 7.22, 0.23
vote, XGBoost, 1, n_trees: 10 | M: 10 | , 0.98, 1.00, 0.04, 0.94, 0.98, 0.94, 0.81, 0.00
vote, BROOF, 2, n_trees: 5 | M: 15 | , 0.95, 0.94, 0.04, 0.94, 0.95, 0.91, 7.40, 0.23
vote, XGBoost, 2, n_trees: 5 | M: 15 | , 0.95, 0.94, 0.04, 0.94, 0.95, 0.91, 0.81, 0.00
vote, BROOF, 3, n_trees: 20 | M: 5 | , 0.98, 0.94, 0.00, 1.00, 0.97, 0.96, 6.21, 0.23
vote, XGBoost, 3, n_trees: 20 | M: 5 | , 0.98, 1.00, 0.04, 0.94, 0.98, 0.94, 0.82, 0.18
vote, BROOF, 4, n_trees: 10 | M: 2 | , 0.95, 1.00, 0.07, 0.89, 0.96, 0.89, 5.35, 0.05
vote, XGBoost, 4, n_trees: 10 | M: 2 | , 0.93, 1.00, 0.11, 0.85, 0.94, 0.85, 0.80, 0.00
vote, BROOF, 5, n_trees: 20 | M: 15 | , 0.98, 1.00, 0.04, 0.94, 0.98, 0.94, 6.57, 0.65
vote, XGBoost, 5, n_trees: 20 | M: 15 | , 0.98, 1.00, 0.04, 0.94, 0.98, 0.94, 0.81, 0.00
vote, BROOF, 6, n_trees: 20 | M: 5 | , 0.91, 0.82, 0.04, 0.93, 0.89, 0.84, 6.25, 0.19
vote, XGBoost, 6, n_trees: 20 | M: 5 | , 0.95, 0.88, 0.00, 1.00, 0.94, 0.93, 0.79, 0.00
vote, BROOF, 7, n_trees: 15 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 6.72, 0.24
vote, XGBoost, 7, n_trees: 15 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.83, 0.00
vote, BROOF, 8, n_trees: 20 | M: 10 | , 0.98, 1.00, 0.04, 0.94, 0.98, 0.94, 7.18, 0.48
vote, XGBoost, 8, n_trees: 20 | M: 10 | , 0.93, 0.88, 0.04, 0.94, 0.92, 0.87, 0.81, 0.19
vote, BROOF, 9, n_trees: 15 | M: 5 | , 0.88, 0.88, 0.11, 0.82, 0.88, 0.77, 6.18, 0.19
vote, XGBoost, 9, n_trees: 15 | M: 5 | , 0.91, 0.88, 0.07, 0.88, 0.90, 0.81, 0.79, 0.00
vote, BROOF, 10, n_trees: 20 | M: 5 | , 0.95, 1.00, 0.07, 0.89, 0.96, 0.89, 5.99, 0.24
vote, XGBoost, 10, n_trees: 20 | M: 5 | , 0.95, 1.00, 0.07, 0.89, 0.96, 0.89, 0.79, 0.00
wall-following, BROOF, 1, n_trees: 15 | M: 10 | , 0.99, 0.99, 0.00, 0.99, 1.00, 1.00, 27.47, 0.04
wall-following, XGBoost, 1, n_trees: 15 | M: 10 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 13.35, 0.00
wall-following, BROOF, 2, n_trees: 15 | M: 15 | , 0.97, 0.90, 0.01, 0.98, 0.97, 1.00, 27.62, 0.06
wall-following, XGBoost, 2, n_trees: 15 | M: 15 | , 0.97, 0.90, 0.01, 0.98, 0.99, 1.00, 13.57, 0.01
wall-following, BROOF, 3, n_trees: 20 | M: 5 | , 0.98, 0.98, 0.01, 0.97, 1.00, 1.00, 28.93, 0.03
wall-following, XGBoost, 3, n_trees: 20 | M: 5 | , 0.99, 0.99, 0.00, 0.98, 1.00, 1.00, 13.40, 0.00
wall-following, BROOF, 4, n_trees: 10 | M: 15 | , 0.99, 0.99, 0.00, 0.99, 1.00, 1.00, 32.47, 0.04
wall-following, XGBoost, 4, n_trees: 10 | M: 15 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 13.41, 0.00
wall-following, BROOF, 5, n_trees: 5 | M: 15 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 32.35, 0.02
wall-following, XGBoost, 5, n_trees: 5 | M: 15 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 13.29, 0.00
wall-following, BROOF, 6, n_trees: 15 | M: 15 | , 0.99, 0.99, 0.00, 0.99, 1.00, 1.00, 31.14, 0.05
wall-following, XGBoost, 6, n_trees: 15 | M: 15 | , 1.00, 0.99, 0.00, 1.00, 1.00, 1.00, 13.30, 0.00
wall-following, BROOF, 7, n_trees: 10 | M: 15 | , 0.99, 0.97, 0.00, 1.00, 1.00, 1.00, 30.11, 0.04
wall-following, XGBoost, 7, n_trees: 10 | M: 15 | , 1.00, 0.99, 0.00, 1.00, 1.00, 1.00, 13.35, 0.00
wall-following, BROOF, 8, n_trees: 20 | M: 5 | , 1.00, 0.99, 0.00, 1.00, 1.00, 1.00, 26.51, 0.02
wall-following, XGBoost, 8, n_trees: 20 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 13.58, 0.00
wall-following, BROOF, 9, n_trees: 20 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 27.72, 0.04
wall-following, XGBoost, 9, n_trees: 20 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 13.49, 0.00
wall-following, BROOF, 10, n_trees: 5 | M: 15 | , 0.97, 0.97, 0.01, 0.97, 1.00, 1.00, 24.17, 0.02
wall-following, XGBoost, 10, n_trees: 5 | M: 15 | , 0.99, 1.00, 0.00, 0.99, 1.00, 1.00, 13.33, 0.00
waveform-noise, BROOF, 1, n_trees: 20 | M: 10 | , 0.86, 0.86, 0.07, 0.86, 0.97, 1.00, 53.02, 0.08
waveform-noise, XGBoost, 1, n_trees: 20 | M: 10 | , 0.87, 0.87, 0.07, 0.87, 0.97, 1.00, 30.89, 0.02
waveform-noise, BROOF, 2, n_trees: 20 | M: 15 | , 0.85, 0.85, 0.07, 0.85, 0.96, 1.00, 53.98, 0.08
waveform-noise, XGBoost, 2, n_trees: 20 | M: 15 | , 0.86, 0.86, 0.07, 0.86, 0.97, 1.00, 31.00, 0.00
waveform-noise, BROOF, 3, n_trees: 20 | M: 15 | , 0.86, 0.86, 0.07, 0.86, 0.97, 1.00, 53.72, 0.08
waveform-noise, XGBoost, 3, n_trees: 20 | M: 15 | , 0.86, 0.86, 0.07, 0.86, 0.97, 1.00, 30.61, 0.02
waveform-noise, BROOF, 4, n_trees: 20 | M: 10 | , 0.83, 0.83, 0.08, 0.84, 0.96, 1.00, 42.61, 0.06
waveform-noise, XGBoost, 4, n_trees: 20 | M: 10 | , 0.85, 0.85, 0.08, 0.85, 0.97, 1.00, 31.03, 0.02
waveform-noise, BROOF, 5, n_trees: 20 | M: 15 | , 0.83, 0.83, 0.08, 0.84, 0.96, 1.00, 49.07, 0.10
waveform-noise, XGBoost, 5, n_trees: 20 | M: 15 | , 0.83, 0.83, 0.09, 0.83, 0.96, 1.00, 30.74, 0.00
waveform-noise, BROOF, 6, n_trees: 10 | M: 10 | , 0.84, 0.84, 0.08, 0.84, 0.96, 1.00, 37.46, 0.04
waveform-noise, XGBoost, 6, n_trees: 10 | M: 10 | , 0.84, 0.84, 0.08, 0.84, 0.96, 1.00, 31.04, 0.02
waveform-noise, BROOF, 7, n_trees: 20 | M: 10 | , 0.86, 0.86, 0.07, 0.87, 0.97, 1.00, 38.04, 0.06
waveform-noise, XGBoost, 7, n_trees: 20 | M: 10 | , 0.87, 0.87, 0.06, 0.87, 0.97, 1.00, 31.23, 0.00
waveform-noise, BROOF, 8, n_trees: 15 | M: 15 | , 0.87, 0.87, 0.06, 0.88, 0.97, 1.00, 43.52, 0.06
waveform-noise, XGBoost, 8, n_trees: 15 | M: 15 | , 0.87, 0.87, 0.07, 0.87, 0.98, 1.00, 30.14, 0.00
waveform-noise, BROOF, 9, n_trees: 15 | M: 15 | , 0.86, 0.86, 0.07, 0.86, 0.97, 1.00, 52.96, 0.08
waveform-noise, XGBoost, 9, n_trees: 15 | M: 15 | , 0.87, 0.87, 0.06, 0.87, 0.97, 1.00, 29.76, 0.00
waveform-noise, BROOF, 10, n_trees: 20 | M: 10 | , 0.86, 0.86, 0.07, 0.86, 0.97, 1.00, 49.32, 0.06
waveform-noise, XGBoost, 10, n_trees: 20 | M: 10 | , 0.84, 0.84, 0.08, 0.84, 0.97, 1.00, 30.43, 0.02
waveform, BROOF, 1, n_trees: 15 | M: 15 | , 0.87, 0.87, 0.07, 0.87, 0.98, 1.00, 31.78, 0.08
waveform, XGBoost, 1, n_trees: 15 | M: 15 | , 0.86, 0.86, 0.07, 0.86, 0.97, 1.00, 19.58, 0.00
waveform, BROOF, 2, n_trees: 15 | M: 10 | , 0.86, 0.86, 0.07, 0.86, 0.97, 1.00, 39.70, 0.03
waveform, XGBoost, 2, n_trees: 15 | M: 10 | , 0.85, 0.85, 0.08, 0.85, 0.97, 1.00, 19.35, 0.00
waveform, BROOF, 3, n_trees: 20 | M: 15 | , 0.85, 0.85, 0.07, 0.86, 0.97, 1.00, 43.00, 0.10
waveform, XGBoost, 3, n_trees: 20 | M: 15 | , 0.85, 0.85, 0.07, 0.85, 0.97, 1.00, 19.23, 0.00
waveform, BROOF, 4, n_trees: 20 | M: 15 | , 0.84, 0.84, 0.08, 0.84, 0.96, 1.00, 40.79, 0.08
waveform, XGBoost, 4, n_trees: 20 | M: 15 | , 0.82, 0.82, 0.09, 0.82, 0.96, 1.00, 19.74, 0.00
waveform, BROOF, 5, n_trees: 15 | M: 15 | , 0.86, 0.86, 0.07, 0.86, 0.96, 1.00, 39.19, 0.06
waveform, XGBoost, 5, n_trees: 15 | M: 15 | , 0.84, 0.84, 0.08, 0.84, 0.97, 1.00, 19.33, 0.00
waveform, BROOF, 6, n_trees: 15 | M: 15 | , 0.84, 0.84, 0.08, 0.84, 0.96, 1.00, 39.93, 0.07
waveform, XGBoost, 6, n_trees: 15 | M: 15 | , 0.85, 0.85, 0.08, 0.85, 0.96, 1.00, 19.50, 0.02
waveform, BROOF, 7, n_trees: 15 | M: 15 | , 0.86, 0.86, 0.07, 0.86, 0.97, 1.00, 42.80, 0.06
waveform, XGBoost, 7, n_trees: 15 | M: 15 | , 0.86, 0.86, 0.07, 0.86, 0.97, 1.00, 19.49, 0.00
waveform, BROOF, 8, n_trees: 20 | M: 15 | , 0.86, 0.86, 0.07, 0.86, 0.97, 1.00, 38.09, 0.10
waveform, XGBoost, 8, n_trees: 20 | M: 15 | , 0.86, 0.86, 0.07, 0.86, 0.97, 1.00, 19.52, 0.00
waveform, BROOF, 9, n_trees: 10 | M: 15 | , 0.87, 0.87, 0.06, 0.87, 0.97, 1.00, 36.51, 0.06
waveform, XGBoost, 9, n_trees: 10 | M: 15 | , 0.89, 0.89, 0.06, 0.89, 0.97, 1.00, 20.19, 0.00
waveform, BROOF, 10, n_trees: 20 | M: 15 | , 0.81, 0.81, 0.09, 0.81, 0.96, 1.00, 40.58, 0.10
waveform, XGBoost, 10, n_trees: 20 | M: 15 | , 0.82, 0.82, 0.09, 0.82, 0.95, 1.00, 19.88, 0.02
white-clover, BROOF, 1, n_trees: 5 | M: 2 | , 0.71, 1.00, 0.67, 0.67, 0.67, 0.67, 5.48, 0.00
white-clover, XGBoost, 1, n_trees: 5 | M: 2 | , 0.57, 0.75, 0.67, 0.60, 0.54, 0.59, 0.52, 0.00
white-clover, BROOF, 2, n_trees: 15 | M: 10 | , 0.86, 0.75, 0.00, 1.00, 0.88, 0.89, 5.47, 1.76
white-clover, XGBoost, 2, n_trees: 15 | M: 10 | , 0.71, 0.75, 0.33, 0.75, 0.71, 0.71, 0.51, 0.00
white-clover, BROOF, 3, n_trees: 5 | M: 5 | , 0.57, 0.50, 0.33, 0.67, 0.58, 0.62, 6.15, 1.18
white-clover, XGBoost, 3, n_trees: 5 | M: 5 | , 0.86, 0.75, 0.00, 1.00, 0.88, 0.89, 0.52, 0.00
white-clover, BROOF, 4, n_trees: 5 | M: 10 | , 0.67, 1.00, 0.67, 0.60, 0.67, 0.60, 5.35, 0.00
white-clover, XGBoost, 4, n_trees: 5 | M: 10 | , 0.67, 1.00, 0.67, 0.60, 0.67, 0.60, 0.51, 0.00
white-clover, BROOF, 5, n_trees: 20 | M: 5 | , 0.83, 1.00, 0.33, 0.75, 0.83, 0.75, 5.49, 1.35
white-clover, XGBoost, 5, n_trees: 20 | M: 5 | , 0.83, 1.00, 0.33, 0.75, 0.83, 0.75, 0.52, 0.00
white-clover, BROOF, 6, n_trees: 5 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 5.94, 0.35
white-clover, XGBoost, 6, n_trees: 5 | M: 5 | , 0.83, 0.75, 0.00, 1.00, 0.88, 0.92, 0.50, 0.00
white-clover, BROOF, 7, n_trees: 20 | M: 10 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 5.52, 1.71
white-clover, XGBoost, 7, n_trees: 20 | M: 10 | , 0.83, 1.00, 0.50, 0.80, 0.75, 0.80, 0.50, 0.00
white-clover, BROOF, 8, n_trees: 15 | M: 5 | , 0.83, 1.00, 0.50, 0.80, 0.75, 0.80, 5.80, 0.00
white-clover, XGBoost, 8, n_trees: 15 | M: 5 | , 0.83, 1.00, 0.50, 0.80, 0.75, 0.80, 0.50, 2.60
white-clover, BROOF, 9, n_trees: 15 | M: 15 | , 0.67, 0.75, 0.50, 0.75, 0.62, 0.73, 6.71, 3.41
white-clover, XGBoost, 9, n_trees: 15 | M: 15 | , 0.67, 0.75, 0.50, 0.75, 0.62, 0.73, 0.50, 2.61
white-clover, BROOF, 10, n_trees: 15 | M: 5 | , 0.83, 1.00, 0.50, 0.80, 0.75, 0.80, 6.33, 0.00
white-clover, XGBoost, 10, n_trees: 15 | M: 5 | , 0.83, 1.00, 0.50, 0.80, 0.75, 0.80, 0.50, 2.60
wine-quality-red, BROOF, 1, n_trees: 10 | M: 10 | , 0.57, 0.25, 0.12, 0.82, 0.79, 1.00, 12.85, 0.08
wine-quality-red, XGBoost, 1, n_trees: 10 | M: 10 | , 0.54, 0.24, 0.13, 0.64, 0.77, 1.00, 6.67, 0.00
wine-quality-red, BROOF, 2, n_trees: 20 | M: 5 | , 0.55, 0.23, 0.13, 0.58, 0.83, 1.00, 9.17, 0.06
wine-quality-red, XGBoost, 2, n_trees: 20 | M: 5 | , 0.54, 0.25, 0.13, 0.60, 0.80, 1.00, 6.74, 0.05
wine-quality-red, BROOF, 3, n_trees: 20 | M: 10 | , 0.54, 0.25, 0.13, 0.76, 0.75, 1.00, 14.01, 0.18
wine-quality-red, XGBoost, 3, n_trees: 20 | M: 10 | , 0.54, 0.27, 0.12, 0.59, 0.79, 1.00, 6.92, 0.00
